beta_ising,temperature_inverse_beta,beta_dir,dataset_label,edge_alignment,domain_wall_fraction,n_edges,source_dataset_path
0.31,3.225806,beta_0p31,dataset_085,0.8810861423,0.0594569288,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p31/dataset_085
0.31,3.225806,beta_0p31,dataset_086,0.8885276359,0.0557361821,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p31/dataset_086
0.31,3.225806,beta_0p31,dataset_087,0.9061205706,0.0469397147,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p31/dataset_087
0.31,3.225806,beta_0p31,dataset_088,0.8740009403,0.0629995299,2127,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p31/dataset_088
0.31,3.225806,beta_0p31,dataset_089,0.8898658029,0.0550670986,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p31/dataset_089
0.33,3.030303,beta_0p33,dataset_000,0.9196347032,0.0401826484,2190,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_000
0.33,3.030303,beta_0p33,dataset_001,0.8535681186,0.0732159407,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_001
0.33,3.030303,beta_0p33,dataset_002,0.9292035398,0.0353982301,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_002
0.33,3.030303,beta_0p33,dataset_003,0.9300506213,0.0349746894,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_003
0.33,3.030303,beta_0p33,dataset_004,0.8894565722,0.0552717139,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_004
0.33,3.030303,beta_0p33,dataset_005,0.8748841520,0.0625579240,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_005
0.33,3.030303,beta_0p33,dataset_006,0.8878248974,0.0560875513,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_006
0.33,3.030303,beta_0p33,dataset_007,0.8882783883,0.0558608059,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_007
0.33,3.030303,beta_0p33,dataset_008,0.8986988848,0.0506505576,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_008
0.33,3.030303,beta_0p33,dataset_009,0.8854460094,0.0572769953,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_009
0.33,3.030303,beta_0p33,dataset_010,0.9086715867,0.0456642066,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_010
0.33,3.030303,beta_0p33,dataset_011,0.9210770659,0.0394614670,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_011
0.33,3.030303,beta_0p33,dataset_012,0.8709377902,0.0645311049,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_012
0.33,3.030303,beta_0p33,dataset_013,0.9023277042,0.0488361479,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_013
0.33,3.030303,beta_0p33,dataset_014,0.8890959925,0.0554520037,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_014
0.33,3.030303,beta_0p33,dataset_015,0.9081106423,0.0459446789,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_015
0.33,3.030303,beta_0p33,dataset_016,0.8931860037,0.0534069982,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_016
0.33,3.030303,beta_0p33,dataset_017,0.9167056621,0.0416471689,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_017
0.33,3.030303,beta_0p33,dataset_018,0.8890925756,0.0554537122,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_018
0.33,3.030303,beta_0p33,dataset_019,0.8777011494,0.0611494253,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_019
0.33,3.030303,beta_0p33,dataset_020,0.9036697248,0.0481651376,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_020
0.33,3.030303,beta_0p33,dataset_021,0.8790655062,0.0604672469,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_021
0.33,3.030303,beta_0p33,dataset_022,0.8985574686,0.0507212657,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_022
0.33,3.030303,beta_0p33,dataset_023,0.9071883530,0.0464058235,2198,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_023
0.33,3.030303,beta_0p33,dataset_024,0.8912133891,0.0543933054,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_024
0.33,3.030303,beta_0p33,dataset_025,0.8532455315,0.0733772342,2126,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_025
0.33,3.030303,beta_0p33,dataset_026,0.9228624535,0.0385687732,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_026
0.33,3.030303,beta_0p33,dataset_027,0.8824074074,0.0587962963,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_027
0.33,3.030303,beta_0p33,dataset_028,0.9207373272,0.0396313364,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_028
0.33,3.030303,beta_0p33,dataset_029,0.9071461083,0.0464269458,2197,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_029
0.33,3.030303,beta_0p33,dataset_030,0.9110499771,0.0444750115,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_030
0.33,3.030303,beta_0p33,dataset_031,0.9172413793,0.0413793103,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_031
0.33,3.030303,beta_0p33,dataset_032,0.9038461538,0.0480769231,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_032
0.33,3.030303,beta_0p33,dataset_033,0.9032258065,0.0483870968,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_033
0.33,3.030303,beta_0p33,dataset_034,0.8700460829,0.0649769585,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_034
0.33,3.030303,beta_0p33,dataset_035,0.9009808501,0.0495095750,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_035
0.33,3.030303,beta_0p33,dataset_036,0.9078212291,0.0460893855,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_036
0.33,3.030303,beta_0p33,dataset_037,0.9112789051,0.0443605474,2119,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_037
0.33,3.030303,beta_0p33,dataset_038,0.8624826950,0.0687586525,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_038
0.33,3.030303,beta_0p33,dataset_039,0.9123616236,0.0438191882,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_039
0.33,3.030303,beta_0p33,dataset_040,0.9207373272,0.0396313364,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_040
0.33,3.030303,beta_0p33,dataset_041,0.9016697588,0.0491651206,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_041
0.33,3.030303,beta_0p33,dataset_042,0.8962826985,0.0518586508,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_042
0.33,3.030303,beta_0p33,dataset_043,0.8742487286,0.0628756357,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_043
0.33,3.030303,beta_0p33,dataset_044,0.8893577121,0.0553211439,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_044
0.33,3.030303,beta_0p33,dataset_045,0.9040968343,0.0479515829,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_045
0.33,3.030303,beta_0p33,dataset_046,0.9230416858,0.0384791571,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_046
0.33,3.030303,beta_0p33,dataset_047,0.8805147059,0.0597426471,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_047
0.33,3.030303,beta_0p33,dataset_048,0.9236430543,0.0381784729,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_048
0.33,3.030303,beta_0p33,dataset_049,0.8845625286,0.0577187357,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_049
0.33,3.030303,beta_0p33,dataset_050,0.9149130833,0.0425434584,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_050
0.33,3.030303,beta_0p33,dataset_051,0.9207738369,0.0396130815,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_051
0.33,3.030303,beta_0p33,dataset_052,0.8785648574,0.0607175713,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_052
0.33,3.030303,beta_0p33,dataset_053,0.9219108865,0.0390445567,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_053
0.33,3.030303,beta_0p33,dataset_054,0.8681318681,0.0659340659,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_054
0.33,3.030303,beta_0p33,dataset_055,0.8903855086,0.0548072457,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_055
0.33,3.030303,beta_0p33,dataset_056,0.8908757451,0.0545621275,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_056
0.33,3.030303,beta_0p33,dataset_057,0.8851320056,0.0574339972,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_057
0.33,3.030303,beta_0p33,dataset_058,0.8777011494,0.0611494253,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_058
0.33,3.030303,beta_0p33,dataset_059,0.9005628518,0.0497185741,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_059
0.33,3.030303,beta_0p33,dataset_060,0.8770226537,0.0614886731,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_060
0.33,3.030303,beta_0p33,dataset_061,0.8984771574,0.0507614213,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_061
0.33,3.030303,beta_0p33,dataset_062,0.9153881915,0.0423059042,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_062
0.33,3.030303,beta_0p33,dataset_063,0.9368709973,0.0315645014,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_063
0.33,3.030303,beta_0p33,dataset_064,0.8999536823,0.0500231589,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_064
0.33,3.030303,beta_0p33,dataset_065,0.8445358939,0.0777320530,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_065
0.33,3.030303,beta_0p33,dataset_066,0.9164319249,0.0417840376,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_066
0.33,3.030303,beta_0p33,dataset_067,0.8699408822,0.0650295589,2199,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_067
0.33,3.030303,beta_0p33,dataset_068,0.8355782629,0.0822108686,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_068
0.33,3.030303,beta_0p33,dataset_069,0.9181561618,0.0409219191,2126,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_069
0.33,3.030303,beta_0p33,dataset_070,0.9246861925,0.0376569038,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_070
0.33,3.030303,beta_0p33,dataset_071,0.9162833487,0.0418583257,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_071
0.33,3.030303,beta_0p33,dataset_072,0.8855835240,0.0572082380,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_072
0.33,3.030303,beta_0p33,dataset_073,0.8579935868,0.0710032066,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_073
0.33,3.030303,beta_0p33,dataset_074,0.9259259259,0.0370370370,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_074
0.33,3.030303,beta_0p33,dataset_075,0.8841769266,0.0579115367,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_075
0.33,3.030303,beta_0p33,dataset_076,0.9066293184,0.0466853408,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_076
0.33,3.030303,beta_0p33,dataset_077,0.9341678257,0.0329160872,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_077
0.33,3.030303,beta_0p33,dataset_078,0.9280110752,0.0359944624,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_078
0.33,3.030303,beta_0p33,dataset_079,0.9165507650,0.0417246175,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_079
0.33,3.030303,beta_0p33,dataset_080,0.8929395478,0.0535302261,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_080
0.33,3.030303,beta_0p33,dataset_081,0.9120476409,0.0439761796,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_081
0.33,3.030303,beta_0p33,dataset_082,0.8759124088,0.0620437956,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_082
0.33,3.030303,beta_0p33,dataset_083,0.9282144480,0.0358927760,2201,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_083
0.33,3.030303,beta_0p33,dataset_084,0.8645640074,0.0677179963,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_084
0.33,3.030303,beta_0p33,dataset_085,0.8745935903,0.0627032048,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_085
0.33,3.030303,beta_0p33,dataset_086,0.8964705882,0.0517647059,2125,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_086
0.33,3.030303,beta_0p33,dataset_087,0.9243046056,0.0378476972,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_087
0.33,3.030303,beta_0p33,dataset_088,0.9011090573,0.0494454713,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_088
0.33,3.030303,beta_0p33,dataset_089,0.9366681964,0.0316659018,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p33/dataset_089
0.35,2.857143,beta_0p35,dataset_000,0.8795518207,0.0602240896,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_000
0.35,2.857143,beta_0p35,dataset_001,0.9114799447,0.0442600277,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_001
0.35,2.857143,beta_0p35,dataset_002,0.9100185529,0.0449907236,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_002
0.35,2.857143,beta_0p35,dataset_003,0.9027076641,0.0486461680,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_003
0.35,2.857143,beta_0p35,dataset_004,0.8808864266,0.0595567867,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_004
0.35,2.857143,beta_0p35,dataset_005,0.8817056396,0.0591471802,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_005
0.35,2.857143,beta_0p35,dataset_006,0.8936267767,0.0531866116,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_006
0.35,2.857143,beta_0p35,dataset_007,0.9436090226,0.0281954887,2128,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_007
0.35,2.857143,beta_0p35,dataset_008,0.8945437873,0.0527281064,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_008
0.35,2.857143,beta_0p35,dataset_009,0.9044526902,0.0477736549,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_009
0.35,2.857143,beta_0p35,dataset_010,0.9184234647,0.0407882676,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_010
0.35,2.857143,beta_0p35,dataset_011,0.8536130536,0.0731934732,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_011
0.35,2.857143,beta_0p35,dataset_012,0.9078765546,0.0460617227,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_012
0.35,2.857143,beta_0p35,dataset_013,0.8971746179,0.0514126911,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_013
0.35,2.857143,beta_0p35,dataset_014,0.9492853850,0.0253573075,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_014
0.35,2.857143,beta_0p35,dataset_015,0.8977219898,0.0511390051,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_015
0.35,2.857143,beta_0p35,dataset_016,0.8642659280,0.0678670360,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_016
0.35,2.857143,beta_0p35,dataset_017,0.8474496958,0.0762751521,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_017
0.35,2.857143,beta_0p35,dataset_018,0.9131238447,0.0434380776,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_018
0.35,2.857143,beta_0p35,dataset_019,0.9045433685,0.0477283157,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_019
0.35,2.857143,beta_0p35,dataset_020,0.9250936330,0.0374531835,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_020
0.35,2.857143,beta_0p35,dataset_021,0.8661048689,0.0669475655,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_021
0.35,2.857143,beta_0p35,dataset_022,0.8677150786,0.0661424607,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_022
0.35,2.857143,beta_0p35,dataset_023,0.9005628518,0.0497185741,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_023
0.35,2.857143,beta_0p35,dataset_024,0.9340761374,0.0329619313,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_024
0.35,2.857143,beta_0p35,dataset_025,0.8911940987,0.0544029507,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_025
0.35,2.857143,beta_0p35,dataset_026,0.9034926471,0.0482536765,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_026
0.35,2.857143,beta_0p35,dataset_027,0.8899676375,0.0550161812,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_027
0.35,2.857143,beta_0p35,dataset_028,0.9239474876,0.0380262562,2209,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_028
0.35,2.857143,beta_0p35,dataset_029,0.8740671642,0.0629664179,2144,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_029
0.35,2.857143,beta_0p35,dataset_030,0.9062353493,0.0468823254,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_030
0.35,2.857143,beta_0p35,dataset_031,0.8327914538,0.0836042731,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_031
0.35,2.857143,beta_0p35,dataset_032,0.8873499538,0.0563250231,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_032
0.35,2.857143,beta_0p35,dataset_033,0.9058713886,0.0470643057,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_033
0.35,2.857143,beta_0p35,dataset_034,0.9041970803,0.0479014599,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_034
0.35,2.857143,beta_0p35,dataset_035,0.9354536950,0.0322731525,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_035
0.35,2.857143,beta_0p35,dataset_036,0.8910936779,0.0544531611,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_036
0.35,2.857143,beta_0p35,dataset_037,0.9038817006,0.0480591497,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_037
0.35,2.857143,beta_0p35,dataset_038,0.9220183486,0.0389908257,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_038
0.35,2.857143,beta_0p35,dataset_039,0.9029850746,0.0485074627,2144,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_039
0.35,2.857143,beta_0p35,dataset_040,0.9154022989,0.0422988506,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_040
0.35,2.857143,beta_0p35,dataset_041,0.9488609949,0.0255695026,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_041
0.35,2.857143,beta_0p35,dataset_042,0.8950301904,0.0524849048,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_042
0.35,2.857143,beta_0p35,dataset_043,0.9152854512,0.0423572744,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_043
0.35,2.857143,beta_0p35,dataset_044,0.8838407494,0.0580796253,2135,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_044
0.35,2.857143,beta_0p35,dataset_045,0.9488117002,0.0255941499,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_045
0.35,2.857143,beta_0p35,dataset_046,0.8680297398,0.0659851301,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_046
0.35,2.857143,beta_0p35,dataset_047,0.9000000000,0.0500000000,2200,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_047
0.35,2.857143,beta_0p35,dataset_048,0.9128440367,0.0435779817,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_048
0.35,2.857143,beta_0p35,dataset_049,0.9126394052,0.0436802974,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_049
0.35,2.857143,beta_0p35,dataset_050,0.8962350781,0.0518824610,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_050
0.35,2.857143,beta_0p35,dataset_051,0.8870893105,0.0564553447,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_051
0.35,2.857143,beta_0p35,dataset_052,0.9450297755,0.0274851122,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_052
0.35,2.857143,beta_0p35,dataset_053,0.9259597806,0.0370201097,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_053
0.35,2.857143,beta_0p35,dataset_054,0.8512553292,0.0743723354,2111,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_054
0.35,2.857143,beta_0p35,dataset_055,0.9233576642,0.0383211679,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_055
0.35,2.857143,beta_0p35,dataset_056,0.9173708920,0.0413145540,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_056
0.35,2.857143,beta_0p35,dataset_057,0.8849721707,0.0575139147,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_057
0.35,2.857143,beta_0p35,dataset_058,0.8637827888,0.0681086056,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_058
0.35,2.857143,beta_0p35,dataset_059,0.8827906977,0.0586046512,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_059
0.35,2.857143,beta_0p35,dataset_060,0.9033594110,0.0483202945,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_060
0.35,2.857143,beta_0p35,dataset_061,0.9126436782,0.0436781609,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_061
0.35,2.857143,beta_0p35,dataset_062,0.9080779944,0.0459610028,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_062
0.35,2.857143,beta_0p35,dataset_063,0.8622283865,0.0688858067,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_063
0.35,2.857143,beta_0p35,dataset_064,0.9242990654,0.0378504673,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_064
0.35,2.857143,beta_0p35,dataset_065,0.9132441163,0.0433779419,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_065
0.35,2.857143,beta_0p35,dataset_066,0.8752345216,0.0623827392,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_066
0.35,2.857143,beta_0p35,dataset_067,0.8921161826,0.0539419087,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_067
0.35,2.857143,beta_0p35,dataset_068,0.8821892393,0.0589053803,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_068
0.35,2.857143,beta_0p35,dataset_069,0.8633027523,0.0683486239,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_069
0.35,2.857143,beta_0p35,dataset_070,0.9092592593,0.0453703704,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_070
0.35,2.857143,beta_0p35,dataset_071,0.8919655016,0.0540172492,2203,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_071
0.35,2.857143,beta_0p35,dataset_072,0.8860345633,0.0569827184,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_072
0.35,2.857143,beta_0p35,dataset_073,0.8534562212,0.0732718894,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_073
0.35,2.857143,beta_0p35,dataset_074,0.9004111466,0.0497944267,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_074
0.35,2.857143,beta_0p35,dataset_075,0.8977635783,0.0511182109,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_075
0.35,2.857143,beta_0p35,dataset_076,0.8954187876,0.0522906062,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_076
0.35,2.857143,beta_0p35,dataset_077,0.8936662043,0.0531668978,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_077
0.35,2.857143,beta_0p35,dataset_078,0.8927058824,0.0536470588,2125,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_078
0.35,2.857143,beta_0p35,dataset_079,0.9149532710,0.0425233645,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_079
0.35,2.857143,beta_0p35,dataset_080,0.8915441176,0.0542279412,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_080
0.35,2.857143,beta_0p35,dataset_081,0.8572744015,0.0713627993,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_081
0.35,2.857143,beta_0p35,dataset_082,0.9274230593,0.0362884704,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_082
0.35,2.857143,beta_0p35,dataset_083,0.8859212313,0.0570393843,2209,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_083
0.35,2.857143,beta_0p35,dataset_084,0.8566864445,0.0716567777,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_084
0.35,2.857143,beta_0p35,dataset_085,0.9120370370,0.0439814815,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_085
0.35,2.857143,beta_0p35,dataset_086,0.8880733945,0.0559633028,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_086
0.35,2.857143,beta_0p35,dataset_087,0.9046754426,0.0476622787,2203,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_087
